"","Origin.City","Origin.State","Destination.City","Destination.State","Class","Age","Gender","Type.of.Travel","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Flyer.Status","Total.Frequent.Flyer.Accounts","Loyalty","Likelihood.to.Recommend","Shopping.at.Airport","Eating.and.Drinking.at.Airport","Partner.Code","Partner.Name","Flight.Cancelled","Month.of.Flight","Day.of.Flight","Scheduled.Time.of.Departure","Departure.Delay.In.Minutes","Arrival.Delay.in.Minutes","Flight.Duration.in.Minutes","Flight.Distance","Origin.Longitude","Origin.Latitude","Destination.Longitude","Destination.Latitude","Comments"
"7323","Salt Lake City","Utah","Kalispell","Montana","Eco",48,"Male","Business travel",1,2009,11,"Silver",2,0.2414,10,0,30,"OO","Northwest Business Airlines Inc.","No",3,25,15,0,0,74,531,-111.9295,40.6408,-114.3009,48.2181,NA
"7324","Tallahassee","Florida","Miami","Florida","Eco",31,"Male","Business travel",1,2012,27,"Silver",1,-0.1739,9,20,45,"MQ","EnjoyFlying Air Services","No",3,17,8,23,45,74,402,-84.2689,30.4732,-80.2314,26.1756,NA
"7325","Minneapolis","Minnesota","Brainerd","Minnesota","Eco",26,"Female","Business travel",1,2011,16,"Silver",1,-0.8824,9,0,20,"OO","Northwest Business Airlines Inc.","No",1,1,19,0,0,25,114,-93.2798,44.9782,-94.2196,46.3588,NA
"7326","Denver","Colorado","Billings","Montana","Eco",45,"Male","Business travel",1,2003,0,"Blue",2,1,6,120,30,"OU","Oursin Airlines Inc.","No",1,17,20,16,17,71,455,-104.9551,39.7108,-108.5318,45.7913,NA
"7327","Anchorage","Alaska","Fairbanks","Alaska","Eco Plus",32,"Male","Business travel",2,2012,10,"Blue",3,-0.5385,8,0,60,"AS","FlyToSun Airlines Inc.","No",2,4,7,7,0,43,261,-149.8472,61.1679,-147.7057,64.802,NA
"7328","Wichita","Kansas","Dallas","Texas","Eco",49,"Female","Business travel",2,2012,27,"Silver",0,-0.8,10,45,75,"WN","Cheapseats Airlines Inc.","No",1,27,6,0,0,58,333,-97.3273,37.6797,-96.972,32.8127,NA
"7329","Boston","Massachusetts","Chicago","Illinois","Eco",20,"Male","Business travel",2,2008,21,"Blue",0,-0.68,6,10,10,"WN","Cheapseats Airlines Inc.","No",1,21,6,0,0,137,861,-71.1407,42.3731,-87.8954,41.8271,NA
"7330","Las Vegas","Nevada","Phoenix","Arizona","Eco",25,"Female","Personal Travel",2,2004,25,"Blue",1,-0.4706,7,0,150,"US","Southeast Airlines Co.","No",2,20,16,0,0,47,255,-115.1672,36.1349,-111.97,33.4941,NA
"7331","Memphis","Tennessee","Atlanta","Georgia","Eco",28,"Female","Mileage tickets",1,2004,10,"Gold",0,-0.1111,9,20,60,"DL","Sigma Airlines Inc.","No",2,19,17,4,22,51,332,-89.9179,35.0951,-84.3319,33.8241,NA
"7332","Los Angeles","California","Denver","Colorado","Eco",48,"Male","Business travel",1,2012,36,"Silver",0,-0.6,10,0,95,"F9","GoingNorth Airlines Inc.","No",3,12,19,11,7,107,862,-118.1043,33.9827,-104.9551,39.7108,NA
"7333","Houston","Texas","Huntsville","Alabama","Eco",32,"Female","Business travel",1,2011,19,"Blue",5,-0.52,4,5,0,"EV","FlyFast Airways Inc.","No",3,7,21,14,6,80,595,-95.3935,29.7843,-86.6378,34.7414,NA
"7334","Chicago","Illinois","Orlando","Florida","Eco",63,"Male","Business travel",1,2007,11,"Blue",0,-0.375,7,2,75,"AA","Paul Smith Airlines Inc.","No",3,15,15,0,0,129,1005,-87.8954,41.8271,-81.4112,28.5844,NA
"7335","Pittsburgh","Pennsylvania","Denver","Colorado","Eco",73,"Female","Personal Travel",0,2005,33,"Blue",0,-0.8333,5,0,95,"OU","Oursin Airlines Inc.","No",3,7,7,47,11,177,1290,-79.951,40.457,-104.9551,39.7108,NA
"7336","Tampa","Florida","Philadelphia","Pennsylvania","Eco",53,"Male","Mileage tickets",1,2004,31,"Silver",0,-0.7222,10,0,90,"US","Southeast Airlines Co.","No",1,15,15,17,0,109,920,-82.5132,28.0062,-75.2984,39.9733,NA
"7337","Houston","Texas","Baltimore","Maryland","Eco",74,"Male","Personal Travel",2,2003,24,"Blue",0,-0.6,4,0,40,"WN","Cheapseats Airlines Inc.","No",2,9,19,24,12,145,1246,-95.3935,29.7843,-76.6478,39.2341,NA
"7338","Baltimore","Maryland","San Diego","California","Eco",42,"Male","Business travel",2,2005,42,"Blue",0,-0.8261,8,0,30,"WN","Cheapseats Airlines Inc.","No",3,7,13,9,0,305,2295,-76.6478,39.2341,-117.1288,32.9287,NA
"7339","San Francisco","California","Seattle","Washington","Eco",57,"Male","Business travel",1,2004,10,"Blue",1,-0.1111,8,35,35,"AS","FlyToSun Airlines Inc.","No",1,2,12,2,3,96,679,-122.1585,37.6712,-122.2747,47.4684,NA
"7340","Pensacola","Florida","Houston","Texas","Eco",59,"Male","Personal Travel",1,2012,54,"Blue",0,-0.8621,4,0,90,"EV","FlyFast Airways Inc.","No",3,27,15,0,10,105,489,-87.2534,30.4853,-95.3935,29.7843,NA
"7341","Houston","Texas","Oklahoma City","Oklahoma","Eco",38,"Male","Business travel",1,2012,19,"Blue",3,0.1364,8,90,40,"EV","FlyFast Airways Inc.","No",3,9,19,19,12,60,395,-95.3935,29.7843,-97.5243,35.5048,NA
"7342","Chicago","Illinois","San Diego","California","Eco",15,"Male","Personal Travel",2,2005,39,"Blue",2,-0.814,7,20,45,"AA","Paul Smith Airlines Inc.","No",3,11,9,0,5,253,1723,-87.8954,41.8271,-117.1288,32.9287,NA
"7343","Minneapolis","Minnesota","Phoenix","Arizona","Eco",35,"Female","Personal Travel",1,2006,14,"Blue",3,-0.2174,4,0,40,"US","Southeast Airlines Co.","No",3,29,11,0,0,175,1276,-93.2798,44.9782,-111.97,33.4941,NA
"7344","Washington","Virginia","Chicago","Illinois","Eco",47,"Female","Personal Travel",2,2010,13,"Blue",0,-0.3684,7,0,60,"WN","Cheapseats Airlines Inc.","No",2,16,17,0,0,102,577,-77.1897,38.8974,-87.8954,41.8271,NA
"7345","Houston","Texas","San Diego","California","Eco",80,"Male","Personal Travel",1,2003,17,"Blue",0,-0.7895,3,0,30,"WN","Cheapseats Airlines Inc.","No",2,17,14,0,0,190,1313,-95.3935,29.7843,-117.1288,32.9287,NA
"7346","Philadelphia","Pennsylvania","Minneapolis","Minnesota","Eco",55,"Male","Business travel",2,2010,38,"Silver",0,-0.5833,9,0,185,"DL","Sigma Airlines Inc.","No",2,28,14,0,0,152,980,-75.2984,39.9733,-93.2798,44.9782,NA
"7347","Philadelphia","Pennsylvania","Miami","Florida","Eco",28,"Male","Business travel",2,2003,4,"Blue",0,0.2727,4,0,180,"AA","Paul Smith Airlines Inc.","No",3,6,12,0,15.6108232011162,115.183775164441,1013,-75.2984,39.9733,-80.2314,26.1756,NA
"7348","Panama City","Florida","Baltimore","Maryland","Eco",16,"Female","Mileage tickets",2,2004,21,"Blue",1,-0.6154,10,0,60,"WN","Cheapseats Airlines Inc.","No",2,10,17,0,0,100,798,-85.6773,30.1941,-76.6478,39.2341,NA
"7349","Phoenix","Arizona","Los Angeles","California","Eco",24,"Female","Business travel",1,2012,24,"Silver",0,-0.7143,10,0,120,"US","Southeast Airlines Co.","No",2,9,14,0,1,63,370,-111.97,33.4941,-118.1043,33.9827,NA
"7350","Atlanta","Georgia","Chattanooga","Tennessee","Eco Plus",49,"Male","Mileage tickets",2,2007,28,"Blue",1,-0.931,3,0,90,"EV","FlyFast Airways Inc.","No",3,10,9,10,10,23,106,-84.3319,33.8241,-85.2104,35.0585,NA
"7351","Houston","Texas","Dallas","Texas","Eco",31,"Male","Business travel",1,2005,2,"Blue",2,0,7,45,210,"WN","Cheapseats Airlines Inc.","No",2,19,19,4,7,45,239,-95.3935,29.7843,-96.972,32.8127,NA
"7352","Orlando","Florida","Syracuse","New York","Eco",30,"Male","Business travel",1,2012,10,"Silver",0,-0.3333,9,40,180,"B6","OnlyJets Airlines Inc.","No",2,8,11,21,11,124,1053,-81.4112,28.5844,-76.164,43.0904,NA
"7353","Los Angeles","California","Salt Lake City","Utah","Business",38,"Female","Business travel",1,2003,31,"Blue",2,-0.4762,5,35,60,"WN","Cheapseats Airlines Inc.","No",2,19,21,32,25,92,590,-118.1043,33.9827,-111.9295,40.6408,NA
"7354","San Jose","California","Phoenix","Arizona","Eco",17,"Male","Mileage tickets",1,2012,7,"Blue",2,-0.4,8,5,10,"WN","Cheapseats Airlines Inc.","No",2,12,20,2,0,84,621,-121.9451,37.3298,-111.97,33.4941,NA
"7355","Miami","Florida","Orlando","Florida","Eco",54,"Female","Business travel",1,2007,30,"Blue",0,-0.5789,7,220,30,"AA","Paul Smith Airlines Inc.","No",3,22,8,0,0,40,192,-80.2314,26.1756,-81.4112,28.5844,NA
"7356","Baltimore","Maryland","Tampa","Florida","Business",54,"Male","Business travel",1,2009,7,"Silver",0,0.0667,9,0,35,"FL","FlyHere Airways","No",1,4,10,20,17,124,842,-76.6478,39.2341,-82.5132,28.0062,NA
"7357","Phoenix","Arizona","Houston","Texas","Eco",40,"Male","Business travel",1,2011,4,"Blue",0,0.4286,10,0,40,"WN","Cheapseats Airlines Inc.","No",3,28,12,3,0,122,1020,-111.97,33.4941,-95.3935,29.7843,NA
"7358","Salt Lake City","Utah","Cincinnati","Kentucky","Eco",61,"Male","Business travel",1,2010,44,"Silver",0,-0.7255,7,90,90,"DL","Sigma Airlines Inc.","No",2,17,17,0,0,164,1450,-111.9295,40.6408,-84.462,39.1855,NA
"7359","New York","New York","Miami","Florida","Eco",49,"Female","Personal Travel",1,2010,17,"Blue",0,-0.619,8,0,225,"AA","Paul Smith Airlines Inc.","No",1,28,9,0,0,164,1089,-73.9702,40.7184,-80.2314,26.1756,NA
"7360","Chicago","Illinois","Evansville","Indiana","Eco",74,"Male","Business travel",1,2004,16,"Blue",0,-0.6842,10,2,73,"MQ","EnjoyFlying Air Services","No",2,1,16,75,131,48,273,-87.8954,41.8271,-87.5374,37.9785,NA
"7361","Los Angeles","California","Kahului","Hawaii","Eco",31,"Female","Business travel",2,2010,0,"Blue",4,1,7,0,150,"OU","Oursin Airlines Inc.","No",3,24,13,6,1,310,2486,-118.1043,33.9827,-156.4779,20.8864,NA
"7362","St. Louis","Missouri","Detroit","Michigan","Eco Plus",39,"Male","Business travel",1,2010,10,"Silver",2,0.2,8,30,30,"WN","Cheapseats Airlines Inc.","No",1,21,19,0,0,68,440,-90.3409,38.6307,-83.2276,42.49,NA
"7363","Atlanta","Georgia","Omaha","Nebraska","Business",45,"Female","Business travel",2,2006,10,"Blue",1,-0.3333,10,2,30,"DL","Sigma Airlines Inc.","No",3,12,11,0,0,123,821,-84.3319,33.8241,-96.0346,41.2349,NA
"7364","Houston","Texas","Austin","Texas","Eco",70,"Female","Personal Travel",1,2011,2,"Blue",0,0.6667,2,0,0,"OU","Oursin Airlines Inc.","No",1,10,21,0,0,29,140,-95.3935,29.7843,-97.7615,30.3585,NA
"7365","Chicago","Illinois","Houston","Texas","Eco",53,"Male","Business travel",1,2011,13,"Platinum",1,0.5094,10,90,30,"OU","Oursin Airlines Inc.","No",2,21,18,11,6,139,925,-87.8954,41.8271,-95.3935,29.7843,NA
"7366","Sacramento","California","Los Angeles","California","Business",26,"Male","Business travel",1,2009,11,"Silver",2,0.1538,8,0,10,"OO","Northwest Business Airlines Inc.","No",1,4,18,38,33,59,373,-121.3247,38.6386,-118.1043,33.9827,NA
"7367","Houston","Texas","Chicago","Illinois","Eco",39,"Female","Personal Travel",1,2005,45,"Blue",0,-0.8,2,15,30,"OU","Oursin Airlines Inc.","No",2,27,14,1,0,122,925,-95.3935,29.7843,-87.8954,41.8271,NA
"7368","Chicago","Illinois","Charlotte","North Carolina","Eco",45,"Male","Personal Travel",0,2007,18,"Gold",2,-0.3846,7,0,87,"US","Southeast Airlines Co.","No",1,21,12,0,0,81,599,-87.8954,41.8271,-80.8158,35.2497,NA
"7369","Dallas","Texas","Houston","Texas","Eco",48,"Male","Personal Travel",1,2003,10,"Silver",0,-0.1765,10,30,100,"EV","FlyFast Airways Inc.","No",2,12,17,0,0,38,216,-96.972,32.8127,-95.3935,29.7843,NA
"7370","Cleveland","Ohio","Denver","Colorado","Eco Plus",50,"Female","Business travel",1,2004,4,"Blue",0,0.2727,9,10,30,"OU","Oursin Airlines Inc.","No",1,11,9,0,0,169,1201,-81.6054,41.4436,-104.9551,39.7108,NA
"7371","Salt Lake City","Utah","Portland","Oregon","Eco Plus",56,"Female","Personal Travel",1,2007,11,"Silver",0,-0.1,6,5,15,"DL","Sigma Airlines Inc.","No",1,6,22,24,11,91,630,-111.9295,40.6408,-122.6511,45.5204,NA
"7372","Jacksonville","Florida","Atlanta","Georgia","Eco",54,"Female","Mileage tickets",1,2007,2,"Blue",0,0.6667,9,1,60,"FL","FlyHere Airways","No",1,13,8,0,0,46,270,-81.6427,30.2401,-84.3319,33.8241,NA
"7373","Denver","Colorado","Philadelphia","Pennsylvania","Eco",42,"Male","Business travel",1,2006,5,"Gold",2,0.375,10,0,105,"US","Southeast Airlines Co.","No",3,23,7,30,15,167,1558,-104.9551,39.7108,-75.2984,39.9733,NA
"7374","Atlanta","Georgia","Birmingham","Alabama","Eco Plus",52,"Female","Business travel",1,2003,14,"Gold",0,-0.4,10,0,85,"DL","Sigma Airlines Inc.","No",2,3,15,0,4,31,134,-84.3319,33.8241,-86.792,33.4691,NA
"7375","Minneapolis","Minnesota","Philadelphia","Pennsylvania","Eco",17,"Female","Personal Travel",2,2004,37,"Blue",4,-0.8049,4,0,50,"US","Southeast Airlines Co.","No",2,14,13,0,0,127,980,-93.2798,44.9782,-75.2984,39.9733,NA
"7376","Juneau","Alaska","Sitka","Alaska","Eco",31,"Female","Business travel",2,2003,18,"Blue",1,-0.5,8,125,0,"AS","FlyToSun Airlines Inc.","No",1,14,22,17,29,27,95,-134.5828,58.3523,-135.3766,57.0792,NA
"7377","Atlanta","Georgia","Phoenix","Arizona","Business",44,"Male","Business travel",0,2006,8,"Silver",2,0.1579,10,15,60,"US","Southeast Airlines Co.","No",1,23,17,0,10,255,1587,-84.3319,33.8241,-111.97,33.4941,NA
"7378","Atlanta","Georgia","Albany","New York","Eco",56,"Female","Business travel",1,2009,13,"Blue",3,-0.4444,7,0,80,"EV","FlyFast Airways Inc.","No",1,7,15,3,0,99,853,-84.3319,33.8241,-73.7994,42.7439,NA
"7379","Los Angeles","California","Santa Barbara","California","Eco",35,"Female","Business travel",2,2005,37,"Blue",1,-0.5745,8,8,45,"OO","Northwest Business Airlines Inc.","No",1,26,9,0,0,22,89,-118.1043,33.9827,-119.7241,34.4275,NA
"7380","Detroit","Michigan","Phoenix","Arizona","Eco",35,"Male","Business travel",1,2012,9,"Blue",0,-0.5,9,0,30,"US","Southeast Airlines Co.","No",1,19,11,0,0,234,1671,-83.2276,42.49,-111.97,33.4941,NA
"7381","San Francisco","California","Seattle","Washington","Eco",58,"Female","Mileage tickets",1,2012,40,"Blue",0,-0.6,10,0,90,"OU","Oursin Airlines Inc.","No",3,3,6,1,0,103,679,-122.1585,37.6712,-122.2747,47.4684,NA
"7382","San Francisco","California","San Luis Obispo","California","Eco",36,"Male","Personal Travel",1,2003,29,"Platinum",0,-0.7576,4,0,45,"OO","Northwest Business Airlines Inc.","No",3,24,16,62,70,51,190,-122.1585,37.6712,-120.6655,35.2792,NA
"7383","Washington","Virginia","Miami","Florida","Eco Plus",78,"Female","Mileage tickets",1,2007,17,"Blue",0,-0.2593,7,0,60,"AA","Paul Smith Airlines Inc.","No",3,2,16,0,14,133,919,-77.1897,38.8974,-80.2314,26.1756,NA
"7384","Phoenix","Arizona","Grand Junction","Colorado","Eco",41,"Female","Business travel",1,2004,22,"Silver",0,-0.4194,8,30,0,"OO","Northwest Business Airlines Inc.","No",1,6,13,0,0,65,438,-111.97,33.4941,-108.5675,39.0891,NA
"7385","Las Vegas","Nevada","Orlando","Florida","Eco",51,"Female","Business travel",1,2009,39,"Blue",0,-0.625,9,0,135,"WN","Cheapseats Airlines Inc.","No",2,27,17,15,0,213,2039,-115.1672,36.1349,-81.4112,28.5844,NA
"7386","Milwaukee","Wisconsin","Chicago","Illinois","Eco",52,"Female","Mileage tickets",1,2009,38,"Blue",1,-0.2881,7,10,60,"OO","Northwest Business Airlines Inc.","No",3,31,13,0,0,19,67,-88.1005,43.0557,-87.8954,41.8271,NA
"7387","Charlotte","North Carolina","New York","New York","Eco Plus",66,"Female","Personal Travel",1,2006,6,"Silver",0,0.0769,7,288,90,"MQ","EnjoyFlying Air Services","No",3,14,6,205,240,82,544,-80.8158,35.2497,-73.9702,40.7184,NA
"7388","Milwaukee","Wisconsin","Chicago","Illinois","Eco",33,"Female","Personal Travel",1,2003,16,"Gold",2,0.2,4,20,55,"OO","Northwest Business Airlines Inc.","No",3,13,18,0,0,20,67,-88.1005,43.0557,-87.8954,41.8271,NA
"7389","Phoenix","Arizona","Las Vegas","Nevada","Eco",34,"Male","Business travel",1,2004,0,"Blue",7,1,9,5,70,"WN","Cheapseats Airlines Inc.","No",2,8,18,68,72,46,255,-111.97,33.4941,-115.1672,36.1349,NA
"7390","Tampa","Florida","Hartford","Connecticut","Eco",43,"Female","Business travel",1,2004,17,"Blue",1,-0.3077,9,5,30,"WN","Cheapseats Airlines Inc.","No",3,29,16,159,155,135,1111,-82.5132,28.0062,-72.6988,41.7401,NA
"7391","Phoenix","Arizona","Denver","Colorado","Eco",39,"Female","Business travel",1,2008,12,"Silver",2,0.3846,9,148,90,"WN","Cheapseats Airlines Inc.","No",1,1,9,3,16,103,602,-111.97,33.4941,-104.9551,39.7108,NA
"7392","Los Angeles","California","New York","New York","Eco Plus",67,"Female","Business travel",1,2011,4,"Gold",0,0.1111,10,0,55,"OU","Oursin Airlines Inc.","No",3,7,11,0,10,301,2475,-118.1043,33.9827,-73.9702,40.7184,NA
"7393","Washington","Virginia","San Diego","California","Eco",68,"Female","Personal Travel",1,2003,50,"Blue",0,-0.6949,5,0,75,"OU","Oursin Airlines Inc.","No",3,17,19,15,17,311,2253,-77.1897,38.8974,-117.1288,32.9287,NA
"7394","Salt Lake City","Utah","Rapid City","South Dakota","Eco",42,"Female","Business travel",1,2004,12,"Blue",2,0,4,60,45,"OO","Northwest Business Airlines Inc.","No",1,9,13,77,108,70,508,-111.9295,40.6408,-103.2446,44.0837,NA
"7395","Sacramento","California","Houston","Texas","Eco Plus",41,"Male","Business travel",0,2010,8,"Blue",0,0.0588,9,0,30,"OU","Oursin Airlines Inc.","No",1,5,23,0,0,183,1609,-121.3247,38.6386,-95.3935,29.7843,NA
"7396","Washington","Virginia","Colorado Springs","Colorado","Business",23,"Male","Mileage tickets",3,2004,17,"Blue",0,-0.8889,6,1,0,"OO","Northwest Business Airlines Inc.","No",1,25,18,0,6,225,1463,-77.1897,38.8974,-104.7706,38.873,NA
"7397","Atlanta","Georgia","Asheville","North Carolina","Eco Plus",41,"Female","Business travel",2,2009,17,"Blue",0,-0.7895,8,0,0,"EV","FlyFast Airways Inc.","No",2,9,14,11,6,34,164,-84.3319,33.8241,-82.6642,35.5371,NA
"7398","Sacramento","California","Denver","Colorado","Eco Plus",74,"Female","Personal Travel",1,2005,25,"Blue",0,-0.5152,5,0,90,"OU","Oursin Airlines Inc.","No",2,14,13,36,18,105,909,-121.3247,38.6386,-104.9551,39.7108,NA
"7399","Houston","Texas","Minneapolis","Minnesota","Eco",45,"Male","Business travel",1,2006,17,"Blue",2,-0.4167,6,0,30,"EV","FlyFast Airways Inc.","No",2,22,7,0,0,138,1034,-95.3935,29.7843,-93.2798,44.9782,NA
"7400","Orlando","Florida","Providence","Rhode Island","Eco",55,"Female","Business travel",1,2009,10,"Gold",0,0,9,0,205,"WN","Cheapseats Airlines Inc.","No",1,20,13,1,0,135,1072,-81.4112,28.5844,-71.3974,41.7763,NA
"7401","Tampa","Florida","Philadelphia","Pennsylvania","Eco",46,"Female","Business travel",2,2003,35,"Silver",0,-0.7949,9,0,35,"WN","Cheapseats Airlines Inc.","No",2,5,9,0,0,114,920,-82.5132,28.0062,-75.2984,39.9733,NA
"7402","Buffalo","New York","Atlanta","Georgia","Eco",20,"Male","Business travel",1,2005,26,"Blue",0,-0.625,7,10,45,"DL","Sigma Airlines Inc.","No",3,3,15,25,14,95,712,-78.8237,42.9249,-84.3319,33.8241,NA
"7403","Los Angeles","California","El Paso","Texas","Eco",29,"Female","Business travel",1,2005,0,"Silver",0,1,8,0,120,"WN","Cheapseats Airlines Inc.","No",1,23,11,24,18,90,715,-118.1043,33.9827,-106.389,31.7802,NA
"7404","New York","New York","Columbus","Ohio","Eco",30,"Male","Business travel",1,2011,0,"Silver",2,1,9,0,190,"MQ","EnjoyFlying Air Services","No",3,4,11,0,0,83,479,-73.9702,40.7184,-82.9685,40.0212,NA
"7405","Chicago","Illinois","Pittsburgh","Pennsylvania","Eco",62,"Female","Business travel",1,2005,3,"Silver",1,0,7,0,15,"EV","FlyFast Airways Inc.","No",3,20,7,23,27,59,413,-87.8954,41.8271,-79.951,40.457,NA
"7406","New York","New York","Boston","Massachusetts","Eco",40,"Male","Business travel",2,2010,29,"Blue",0,-0.6111,9,0,20,"US","Southeast Airlines Co.","No",1,21,10,0,81,31,184,-73.9702,40.7184,-71.1407,42.3731,NA
"7407","Green Bay","Wisconsin","Chicago","Illinois","Eco",63,"Male","Business travel",1,2010,13,"Platinum",0,-0.5294,2,0,140,"EV","FlyFast Airways Inc.","No",1,9,5,3,10,35,173,-88.0395,44.5072,-87.8954,41.8271,NA
"7408","Pittsburgh","Pennsylvania","Chicago","Illinois","Eco",27,"Male","Business travel",1,2010,14,"Blue",0,-0.5556,9,0,75,"OU","Oursin Airlines Inc.","No",1,28,15,32,20,73,413,-79.951,40.457,-87.8954,41.8271,NA
"7409","Orlando","Florida","Atlanta","Georgia","Eco",44,"Female","Business travel",2,2003,21,"Blue",1,-0.3548,8,0,0,"DL","Sigma Airlines Inc.","No",1,25,7,0,5,65,404,-81.4112,28.5844,-84.3319,33.8241,NA
"7410","Denver","Colorado","Salt Lake City","Utah","Eco",34,"Male","Business travel",1,2007,0,"Silver",0,1,9,120,45,"WN","Cheapseats Airlines Inc.","No",2,17,12,0,0,68,391,-104.9551,39.7108,-111.9295,40.6408,NA
"7411","Omaha","Nebraska","Atlanta","Georgia","Eco Plus",78,"Female","Business travel",2,2004,22,"Blue",0,-0.4194,7,0,140,"DL","Sigma Airlines Inc.","No",2,25,6,6,0,100,821,-96.0346,41.2349,-84.3319,33.8241,NA
"7412","Washington","Virginia","Salt Lake City","Utah","Eco",85,"Male","Personal Travel",1,2009,29,"Platinum",0,-0.871,1,0,230,"DL","Sigma Airlines Inc.","No",1,8,7,1,0,253,1851,-77.1897,38.8974,-111.9295,40.6408,NA
"7413","Charlotte","North Carolina","New Orleans","Louisiana","Eco",62,"Male","Business travel",1,2009,50,"Blue",1,-0.6949,9,0,25,"US","Southeast Airlines Co.","No",1,12,9,0,0,96,651,-80.8158,35.2497,-90.1437,29.9547,NA
"7414","Atlanta","Georgia","Phoenix","Arizona","Eco",29,"Male","Business travel",1,2004,15,"Gold",1,-0.25,10,0,90,"DL","Sigma Airlines Inc.","No",2,3,14,12,35,232,1587,-84.3319,33.8241,-111.97,33.4941,NA
"7415","Salt Lake City","Utah","Minneapolis","Minnesota","Eco",52,"Female","Business travel",1,2005,17,"Silver",3,0.3061,7,0,45,"DL","Sigma Airlines Inc.","No",1,29,8,0,0,124,991,-111.9295,40.6408,-93.2798,44.9782,NA
"7416","Orlando","Florida","New York","New York","Eco",33,"Female","Business travel",1,2011,16,"Blue",0,-0.5238,6,0,20,"AA","Paul Smith Airlines Inc.","No",1,28,10,3,0,109,944,-81.4112,28.5844,-73.9702,40.7184,NA
"7417","Dallas","Texas","Little Rock","Arkansas","Eco",72,"Female","Personal Travel",2,2003,45,"Blue",1,-0.6667,7,0,20,"WN","Cheapseats Airlines Inc.","No",3,9,13,18,5,41,296,-96.972,32.8127,-92.3212,34.7566,NA
"7418","Grand Junction","Colorado","Phoenix","Arizona","Eco",68,"Male","Personal Travel",1,2006,32,"Blue",0,-0.6842,7,0,225,"OO","Northwest Business Airlines Inc.","No",1,2,12,0,0,74,438,-108.5675,39.0891,-111.97,33.4941,NA
"7419","Phoenix","Arizona","Anchorage","Alaska","Eco Plus",59,"Female","Personal Travel",1,2008,37,"Blue",0,-0.6087,5,0,65,"AS","FlyToSun Airlines Inc.","No",1,1,17,0,0,329,2552,-111.97,33.4941,-149.8472,61.1679,NA
"7420","Sacramento","California","San Francisco","California","Eco",23,"Female","Business travel",2,2004,17,"Blue",0,-0.8889,7,270,20,"OO","Northwest Business Airlines Inc.","No",2,16,5,17,11,25,86,-121.3247,38.6386,-122.1585,37.6712,NA
"7421","Denver","Colorado","Los Angeles","California","Eco",85,"Female","Personal Travel",2,2011,6,"Blue",0,0.25,5,0,90,"OU","Oursin Airlines Inc.","No",3,26,20,6,16,123,862,-104.9551,39.7108,-118.1043,33.9827,NA
"7422","Chicago","Illinois","Columbia","South Carolina","Eco",56,"Female","Business travel",1,2012,42,"Blue",0,-0.6471,4,0,100,"EV","FlyFast Airways Inc.","No",2,26,14,13,30,85,667,-87.8954,41.8271,-81.0772,34.0362,NA
"7423","Kansas City","Missouri","Baltimore","Maryland","Eco",31,"Female","Business travel",1,2005,16,"Blue",2,-0.5238,8,40,0,"WN","Cheapseats Airlines Inc.","No",1,27,8,0,0,105,967,-94.5949,39.0398,-76.6478,39.2341,NA
"7424","San Francisco","California","Los Angeles","California","Eco",51,"Female","Business travel",1,2009,38,"Blue",1,-0.6889,7,120,45,"OU","Oursin Airlines Inc.","No",2,16,6,1,0,48,337,-122.1585,37.6712,-118.1043,33.9827,NA
"7425","Atlanta","Georgia","Austin","Texas","Eco",44,"Female","Personal Travel",1,2008,8,"Blue",1,-0.6,9,20,30,"WN","Cheapseats Airlines Inc.","No",1,10,9,0,2,140,813,-84.3319,33.8241,-97.7615,30.3585,NA
"7426","Seattle","Washington","Atlanta","Georgia","Eco",15,"Male","Mileage tickets",2,2003,30,"Blue",3,-0.875,8,0,10,"DL","Sigma Airlines Inc.","No",1,20,6,2,0,241,2182,-122.2747,47.4684,-84.3319,33.8241,NA
"7427","Kahului","Hawaii","San Diego","California","Business",40,"Male","Mileage tickets",1,2004,1,"Silver",3,0.9412,10,0,70,"AS","FlyToSun Airlines Inc.","No",3,20,15,0,0,273,2541,-156.4779,20.8864,-117.1288,32.9287,NA
"7428","Chicago","Illinois","Duluth","Minnesota","Eco",41,"Female","Business travel",1,2012,4,"Platinum",2,0.4667,3,0,30,"OO","Northwest Business Airlines Inc.","No",3,17,21,38,42,68,397,-87.8954,41.8271,-92.129,46.7656,NA
"7429","Orlando","Florida","Houston","Texas","Eco",53,"Female","Business travel",1,2009,11,"Silver",0,-0.2941,9,0,37,"OU","Oursin Airlines Inc.","No",2,16,15,0,0,125,854,-81.4112,28.5844,-95.3935,29.7843,NA
"7430","Tampa","Florida","Columbus","Ohio","Eco",41,"Male","Business travel",1,2012,21,"Gold",2,-0.2727,10,60,150,"WN","Cheapseats Airlines Inc.","No",3,21,8,0,0,121,829,-82.5132,28.0062,-82.9685,40.0212,NA
"7431","Austin","Texas","Phoenix","Arizona","Eco",27,"Female","Business travel",2,2008,27,"Blue",1,-0.35,6,0,0,"WN","Cheapseats Airlines Inc.","No",3,6,6,0,0,137,872,-97.7615,30.3585,-111.97,33.4941,NA
"7432","Charleston","South Carolina","Washington","Virginia","Eco",57,"Male","Business travel",1,2011,0,"Silver",0,1,10,0,75,"EV","FlyFast Airways Inc.","No",2,8,14,0,0,59,441,-80.0155,32.9023,-77.1897,38.8974,NA
